春 来 眼 际 ， 喜 上 眉 梢
彩 云 追 月 ， 骏 马 迎 春
竹 梅 品 格 ， 龙 马 精 神
云 边 雁 断 ， 陇 上 羊 归
龙 腾 盛 世 ， 马 到 长 安
一 轮 红 日 ， 三 代 春 风
国 强 物 阜 ， 民 富 年 丰
神 蛇 瑞 岁 ， 骏 马 祥 年
万 方 春 色 ， 千 顷 湖 光
万 民 便 利 ， 百 货 畅 通
百 花 齐 放 ， 万 木 争 荣
百 花 齐 放 ， 万 木 争 春
百 花 齐 放 ， 四 海 同 春
百 花 齐 放 ， 万 福 频 臻
百 年 盛 纪 ， 一 代 精 英
财 亲 智 慧 ， 福 伴 文 明
铲 除 腐 败 ， 保 持 清 廉
城 乡 比 翼 ， 山 海 扬 辉
城 乡 比 翼 ， 工 农 齐 飞
储 金 备 患 ， 积 谷 防 荒
春 风 得 意 ， 科 气 致 祥
春 风 化 雨 ， 壮 志 凌 云
春 风 及 第 ， 政 策 归 心
春 风 送 福 ， 喜 气 临 门
春 光 播 福 ， 和 气 致 祥
春 光 满 面 ， 瑞 气 盈 门
春 光 满 院 ， 瑞 气 盈 门
春 光 似 海 ， 盛 世 如 花
春 光 永 驻 ， 特 色 频 臻
春 和 景 丽 ， 国 泰 民 安
春 和 景 秀 ， 物 阜 民 康
春 回 大 地 ， 国 振 雄 风
春 回 大 地 ， 日 暖 神 州
春 回 大 地 ， 福 满 人 间
春 临 大 地 ， 福 满 人 间
春 临 大 地 ， 喜 到 人 间
党 恩 浩 荡 ， 春 意 盎 然
鼎 新 革 旧 ， 豫 立 亨 通
东 风 化 雨 ， 政 策 归 心
斗 星 指 路 ， 旭 日 辉 春
法 制 天 下 ， 春 满 人 间
风 光 胜 旧 ， 岁 月 更 新
风 和 日 丽 ， 人 勤 地 丰
风 流 四 化 ， 富 裕 千 家
风 正 国 强 ， 物 阜 民 安
凤 鸣 盛 世 ， 龙 有 传 人
福 随 春 至 ， 富 伴 勤 来
光 辉 世 纪 ， 春 满 神 州
国 兴 两 制 ， 户 纳 千 祥
国 臻 大 治 ， 民 乐 小 康
过 年 最 乐 ， 读 书 更 佳
河 山 溢 彩 ， 华 夏 增 辉
弘 开 盛 纪 ， 欢 度 新 春
红 梅 映 日 ， 绿 柳 催 春
红 旗 引 路 ， 翠 柳 迎 春
红 旗 映 日 ， 瑞 雪 迎 春
花 明 柳 暗 ， 山 复 水 重
花 香 世 纪 ， 福 满 门 庭
华 灯 溢 彩 ， 喜 报 迎 春
华 坛 竞 秀 ， 文 苑 争 芳
化 臻 上 理 ， 福 享 共 和
积 极 进 取 ， 勇 敢 拼 搏
家 传 美 德 ， 国 展 宏 图
艰 苦 奋 斗 ， 自 力 更 生
江 山 不 老 ， 神 州 永 春
江 山 不 老 ， 祖 国 永 春
江 山 不 老 ， 祖 国 长 春
江 山 如 画 ， 大 地 皆 春
江 山 壮 丽 ， 桃 李 芬 芳
金 瓯 永 固 ， 玉 宇 长 清
九 州 安 定 ， 万 众 团 结
九 州 共 庆 ， 两 岸 同 春
九 州 生 瑞 ， 四 海 腾 欢
九 州 生 色 ， 两 岸 连 心
九 州 永 泰 ， 四 季 长 春
巨 龙 奋 起 ， 祖 国 繁 荣
开 门 纳 福 ， 举 步 迎 春
科 学 致 富 ， 勤 俭 持 家
励 精 图 治 ， 除 旧 布 新
励 精 图 治 ， 振 兴 中 华
柳 丝 垂 岸 ， 燕 尾 点 波
龙 吟 虎 啸 ， 腊 尽 春 归
绿 化 祖 国 ， 林 茂 粮 丰
绿 眠 芳 草 ， 红 插 山 花
梅 传 喜 讯 ， 雪 兆 丰 年
梅 花 笑 雪 ， 柳 浪 推 春
梅 开 春 色 ， 国 展 宏 图
梅 映 红 霞 ， 雪 兆 丰 年
民 富 国 强 ， 人 寿 年 丰
民 欢 大 有 ， 国 庆 小 康
年 丰 人 乐 ， 国 富 民 强
普 天 同 庆 ， 日 月 增 辉
齐 歌 四 化 ， 共 庆 三 春
千 门 大 喜 ， 万 户 高 歌
勤 劳 致 富 ， 科 学 兴 邦
青 春 许 国 ， 斗 志 凌 云
鹊 传 喜 报 ， 风 送 佳 音
群 芳 斗 艳 ， 百 业 争 雄
群 芳 斗 艳 ， 百 家 争 鸣
人 逢 盛 世 ， 岁 值 年 华
人 逢 盛 世 ， 鸟 唱 新 春
人 歌 四 化 ， 鸟 鸣 三 春
人 和 政 美 ， 国 泰 民 安
人 和 政 稳 ， 世 盛 邦 兴
人 间 改 岁 ， 天 下 皆 春
人 民 万 岁 ， 祖 国 永 昌
人 民 伟 大 ， 政 策 英 明
人 勤 春 早 ， 国 泰 民 安
人 勤 春 早 ， 民 富 国 强
人 勤 春 早 ， 物 阜 年 丰
人 勤 物 阜 ， 国 泰 民 安
三 通 国 瑞 ， 两 制 邦 兴
三 通 国 瑞 ， 两 制 人 祥
三 星 拱 户 ， 四 柱 擎 天
三 阳 开 泰 ， 两 岸 连 心
三 阳 启 泰 ， 四 化 兴 邦
山 河 似 锦 ， 岁 月 更 新
山 河 溢 彩 ， 岁 月 流 金
山 欢 水 笑 ， 物 阜 民 康
山 青 水 秀 ， 地 利 人 和
山 青 水 秀 ， 国 泰 民 安
神 州 巨 变 ， 世 纪 更 新
神 州 巨 变 ， 祖 国 腾 飞
十 分 春 色 ， 万 里 鹏 程
时 和 世 泰 ， 人 寿 年 丰
桃 李 争 艳 ， 春 色 满 园
天 增 岁 月 ， 春 满 京 城
同 奔 四 化 ， 共 赏 百 花
同 奔 四 化 ， 共 奉 一 心
同 创 大 业 ， 共 绘 鸿 图
同 迎 盛 纪 ， 共 贺 新 春
团 结 治 国 ， 实 干 兴 邦
万 方 有 吉 ， 四 季 呈 祥
万 民 有 庆 ， 四 海 皆 春
万 民 有 庆 ， 百 族 共 中
万 事 如 意 ， 四 季 平 安
五 星 拔 地 ， 四 柱 擎 天
五 星 永 耀 ， 四 化 长 兴
喜 辞 旧 岁 ， 笑 迎 新 春
喜 登 新 纪 ， 乐 步 锦 程
小 康 在 望 ， 大 业 敢 攀
心 存 四 化 ， 手 绣 三 春
欣 逢 盛 世 ， 喜 庆 新 年
行 臻 康 泰 ， 志 展 宏 图
雄 文 五 卷 ， 伟 业 千 秋
业 兴 来 者 ， 龙 有 传 人
一 帆 风 顺 ， 四 季 平 安
一 国 两 制 ， 同 舟 共 荣
一 元 复 始 ， 百 福 骈 臻
一 元 复 始 ， 万 象 更 新
移 风 易 俗 ， 除 旧 布 新
迎 春 接 福 ， 除 旧 布 新
云 霞 锦 绣 ， 道 路 康 庄
着 眼 四 化 ， 立 足 本 职
自 强 不 息 ， 民 志 长 生
九 州 日 丽 ， 四 海 春 新
东 风 拂 面 ， 喜 气 盈 门
东 风 入 户 ， 喜 气 盈 门
春 风 得 意 ， 丽 日 舒 怀
电 灯 守 岁 ， 炉 火 迎 春
钢 花 赛 日 ， 马 达 迎 春
金 鸡 报 晓 ， 神 犬 驱 邪
闻 鸡 起 舞 ， 放 犬 缉 私
猴 扫 妖 氛 ， 岁 纳 祯 祥
猴 桃 献 寿 ， 鸟 语 迎 春
龙 腾 虎 啸 ， 腊 尽 春 回
丹 凤 来 仪 ， 金 鸡 报 晓
猴 岁 呈 祥 ， 鸡 年 纳 福
神 猴 辞 岁 ， 金 凤 迎 春
雄 鸡 唱 韵 ， 大 地 回 春
藏 龙 卧 虎 ， 人 杰 地 灵
况 逢 龙 岁 ， 绝 胜 鹏 搏
小 龙 辞 岁 ， 骏 马 迎 春
六 畜 兴 旺 ， 五 谷 丰 登
六 畜 兴 旺 ， 二 气 雍 和
金 龙 述 职 ， 银 蛇 报 春
龙 飞 蛇 舞 ， 燕 语 莺 歌
丙 辉 瑞 应 ， 子 庶 丰 登
丙 名 世 德 ， 子 夜 凯 旋
丙 年 春 满 ， 子 夜 灯 红
丙 年 凤 仪 ， 子 夜 钟 鸣
丙 年 兴 旺 ， 子 民 腾 欢
子 年 人 瑞 ， 丙 岁 春 温
子 年 润 泽 ， 丙 火 兴 隆
子 孙 奋 发 ， 丙 火 辉 煌
子 夜 为 鼠 ， 丑 时 属 牛
发 扬 高 雅 ， 歌 舞 升 平
马 驰 万 里 ， 羊 恋 千 山
羊 肥 马 壮 ， 国 富 民 丰
羊 迎 大 吉 ， 岁 纳 永 康
年 年 保 险 ， 岁 岁 平 安
八 方 秀 色 ， 一 室 清 辉
八 路 进 宝 ， 四 方 来 财
长 空 溢 彩 ， 大 地 流 金
春 风 催 绿 ， 江 山 映 红
春 光 骀 荡 ， 国 步 龙 腾
春 燕 剪 柳 ， 喜 鹊 登 梅
春 盈 四 海 ， 花 漫 九 州
淡 泊 明 志 ， 平 易 近 人
东 风 解 冻 ， 春 日 载 阳
风 和 日 丽 ， 鸟 语 花 香
风 清 日 丽 ， 鸟 语 花 香
福 星 高 照 ， 万 事 亨 通
高 歌 猛 进 ， 勇 往 直 前
国 家 兴 旺 ， 人 民 安 康
国 强 民 富 ， 政 通 人 和
海 阔 鱼 跃 ， 天 高 鸟 飞
红 梅 点 点 ， 春 意 融 融
华 灯 飞 彩 ， 喜 爆 放 红
举 国 安 定 ， 全 民 团 结
军 民 义 重 ， 雨 水 情 深
克 勤 克 俭 ， 为 国 为 民
龙 飞 凤 舞 ， 月 满 春 盈
梅 开 五 福 ， 竹 报 三 多
莫 看 人 短 ， 不 恃 己 长
年 逢 大 有 ， 日 过 小 康
勤 能 补 拙 ， 俭 可 助 廉
勤 能 补 拙 ， 俭 以 养 廉
勤 能 补 拙 ， 学 可 医 愚
庆 云 兆 日 ， 芳 草 迎 春
鹊 送 喜 报 ， 风 传 佳 音
人 欢 马 叫 ， 春 和 景 明
人 勤 春 好 ， 民 富 国 强
人 心 喜 暖 ， 鸟 语 辞 寒
三 更 猪 去 ， 五 夜 春 来
三 江 春 水 ， 五 岳 青 松
山 清 水 秀 ， 鸟 语 花 香
诗 书 门 第 ， 礼 义 人 家
树 头 银 花 ， 心 上 春 光
说 真 心 话 ， 做 老 实 人
四 海 生 色 ， 五 湖 呈 祥
抬 头 见 喜 ， 举 步 生 风
闻 鸡 起 舞 ， 跃 马 争 春
五 星 高 照 ， 四 海 欢 腾
心 存 爱 国 ， 志 在 为 人
心 上 美 景 ， 窗 外 红 梅
新 春 伊 始 ， 福 寿 即 来
一 家 瑞 气 ， 万 里 春 光
一 年 肇 始 ， 百 业 兴 隆
一 派 正 气 ， 两 袖 清 风
一 堂 春 色 ， 七 巧 良 缘
英 豪 济 济 ， 阵 势 堂 堂
莺 歌 燕 舞 ， 虎 跃 龙 腾
蒸 蒸 日 上 ， 欣 欣 向 荣
主 欢 客 乐 ， 近 悦 远 来
祖 国 统 一 ， 台 湾 当 归
吉 日 唯 戊 ， 太 岁 在 寅
门 心 皆 水 ， 物 我 同 春
安 邦 兴 世 纪 ， 举 国 庆 长 春
安 定 春 风 畅 ， 富 强 国 力 雄
安 定 千 家 乐 ， 辛 勤 五 谷 香
安 定 清 平 世 ， 祥 和 幸 福 家
安 定 万 民 喜 ， 团 结 百 事 成
八 方 盈 正 气 ， 四 化 涌 春 潮
白 鹅 游 暖 岸 ， 金 马 啸 长 风
白 云 抱 幽 石 ， 绿 竹 媚 清 涟
百 川 赴 东 海 ， 众 星 拱 北 辰
百 花 春 气 象 ， 万 树 绿 云 烟
百 花 开 锦 绣 ， 万 马 起 云 烟
百 花 开 田 野 ， 双 燕 入 农 家
百 年 推 甲 子 ， 福 地 在 春 申
百 年 新 世 纪 ， 万 里 好 河 山
百 鸟 鸣 春 意 ， 五 星 灿 国 门
百 业 农 为 本 ， 万 灵 猴 占 先
百 业 农 为 首 ， 千 行 银 作 根
百 业 兴 旺 日 ， 五 谷 丰 登 时
爆 竹 传 吉 语 ， 腊 梅 报 新 春
爆 竹 传 吉 语 ， 腊 梅 吐 幽 香
爆 竹 传 笑 语 ， 腊 梅 吐 幽 香
爆 竹 声 声 脆 ， 梅 花 朵 朵 红
爆 竹 欣 祝 福 ， 银 蛇 喜 迎 春
笔 耕 桃 李 茂 ， 德 育 子 孙 贤
笔 绘 丰 收 景 ， 笙 歌 幸 福 年
笔 落 惊 风 雨 ， 诗 成 泣 鬼 神
碧 水 流 新 韵 ， 青 山 笼 彩 霞
碧 血 催 桃 李 ， 丹 心 育 栋 梁
碧 野 青 蛙 叫 ， 黄 山 松 鼠 鸣
丙 辉 觇 瑞 应 ， 子 庶 庆 丰 登
丙 辉 腾 瑞 气 ， 子 庶 乐 丰 年
波 平 两 岸 近 ， 月 朗 一 家 亲
伯 乐 荐 骏 马 ， 良 师 育 良 才
不 贪 明 赤 胆 ， 寡 欲 见 清 心
布 谷 迎 春 叫 ， 牵 牛 接 福 来
财 如 春 水 发 ， 喜 似 雪 花 飘
财 源 千 里 广 ， 德 誉 万 年 长
财 源 通 四 海 ， 春 色 满 人 间
彩 蝶 凌 空 舞 ， 鲜 花 应 时 开
彩 云 笼 碧 岫 ， 丽 日 映 清 波
彩 云 捧 旭 日 ， 朝 霞 染 红 梅
残 云 随 雪 逝 ， 美 景 应 春 来
苍 松 随 岁 古 ， 绿 竹 与 年 新
苍 松 随 岁 古 ， 子 鼠 与 年 新
草 发 黄 牛 乐 ， 春 新 紫 燕 歌
草 枯 鹰 眼 疾 ， 霜 尽 马 蹄 轻
草 绿 黄 牛 卧 ， 松 青 白 鹤 栖
草 暖 青 牛 卧 ， 松 高 白 鹤 眠
茶 花 知 暖 意 ， 芳 草 见 春 心
蟾 宫 降 玉 兔 ， 庭 院 绽 红 梅
长 歌 遍 华 夏 ， 春 风 满 神 州
长 虹 七 彩 锦 ， 盛 世 九 州 春
长 空 盈 瑞 气 ， 大 地 遍 春 光
长 天 飞 捷 报 ， 特 色 壮 神 州
长 治 久 安 日 ， 小 康 大 有 年
长 中 华 志 气 ， 览 世 纪 春 光
常 鼓 兴 邦 志 ， 永 怀 报 国 心
敞 怀 谈 改 革 ， 奋 力 建 文 明
朝 曙 江 山 丽 ， 春 辉 世 纪 新
朝 霞 映 红 日 ， 新 雨 润 春 蕾
朝 阳 澄 玉 宇 ， 壮 志 化 宏 图
车 行 万 里 路 ， 人 歌 四 化 功
承 恩 占 沆 瀣 ， 接 武 引 星 辰
承 千 年 学 识 ， 教 一 代 新 人
城 阙 千 门 晓 ， 河 山 万 簇 春
城 乡 千 户 晓 ， 河 海 万 方 春
乘 风 腾 骏 马 ， 兴 国 舞 神 龙
乘 龙 能 揽 月 ， 策 马 喜 迎 春
池 塘 喜 夜 雨 ， 庭 院 醉 春 风
持 家 勤 与 俭 ， 建 国 富 而 强
丑 时 春 入 户 ， 牛 岁 福 临 门
处 处 春 光 好 ， 年 年 气 象 新
处 处 春 光 好 ， 日 日 气 象 新
处 处 春 光 好 ， 家 家 气 象 新
窗 前 柳 泛 绿 ， 屋 后 花 映 红
窗 前 莺 啼 序 ， 屋 后 蝶 恋 花
创 千 秋 大 业 ， 育 四 有 新 人
创 千 秋 伟 业 ， 开 一 代 新 风
创 新 光 景 好 ， 入 世 地 天 长
创 新 光 史 册 ， 改 革 树 丰 碑
创 业 勤 为 本 ， 治 国 廉 为 先
春 草 当 风 劲 ， 腊 梅 傲 雪 香
春 草 连 天 绿 ， 羊 群 动 地 欢
春 潮 传 喜 讯 ， 鼠 岁 报 佳 音
春 城 回 北 斗 ， 烟 树 发 南 枝
春 从 今 夜 归 ， 人 于 此 时 新
春 促 山 河 变 ， 人 描 天 地 新
春 催 布 谷 鸟 ， 人 效 拓 荒 牛
春 催 千 山 秀 ， 花 放 万 里 香
春 催 杨 柳 绿 ， 花 放 山 河 新
春 到 东 风 暖 ， 旗 开 西 部 兴
春 到 风 光 美 ， 家 兴 喜 事 多
春 到 千 山 秀 ， 花 开 万 里 香
春 到 三 晋 暖 ， 风 催 万 里 红
春 度 文 明 国 ， 喜 盈 幸 福 家
春 风 初 应 律 ， 花 信 旱 传 梅
春 风 传 捷 报 ， 梅 韵 贺 新 年
春 风 传 捷 报 ， 凯 歌 贺 新 年
春 风 传 喜 讯 ， 瑞 雪 兆 丰 年
春 风 吹 大 地 ， 淑 气 满 人 间
春 风 吹 腐 浊 ， 瑞 雪 兆 丰 年
春 风 吹 绿 树 ， 岁 辞 花 炮 里
春 风 催 快 马 ， 时 雨 唤 勤 农
春 风 催 万 物 ， 新 雨 润 百 花
春 风 动 百 草 ， 兰 惠 生 我 篱
春 风 发 万 卉 ， 丽 日 照 千 门
春 风 翻 雪 浪 ， 炉 火 荡 金 波
春 风 芳 草 地 ， 瑞 雨 杏 花 天
春 风 拂 帘 幔 ， 瑞 气 接 楼 台
春 风 拂 柳 绿 ， 喜 雨 润 桃 红
春 风 拂 绿 柳 ， 灵 鼠 跳 松 青
春 风 拂 绿 柳 ， 细 雨 润 桃 花
春 风 拂 禹 甸 ， 政 策 暖 人 心
春 风 含 绿 意 ， 旭 日 仰 红 旗
春 风 辉 德 里 ， 淑 气 霭 华 堂
春 风 开 玉 宇 ， 紫 燕 筑 新 巢
春 风 来 海 上 ， 明 月 在 江 头
春 风 绿 万 里 ， 党 恩 泽 九 州
春 风 暖 大 地 ， 光 明 照 中 华
春 风 暖 大 地 ， 政 策 合 人 心
春 风 暖 大 地 ， 江 山 红 万 年
春 风 暖 大 地 ， 喜 雨 泽 神 州
春 风 暖 四 海 ， 正 气 盈 九 州
春 风 轻 梳 柳 ， 夜 雨 细 润 花
春 风 荣 草 木 ， 红 日 壮 河 山
春 风 荣 草 木 ， 瑞 雪 润 河 山
春 风 荣 国 色 ， 公 德 壮 民 魂
春 风 荣 胜 纪 ， 泽 雨 润 丰 田
春 风 书 喜 字 ， 彩 笔 点 桃 红
春 风 舒 冻 柳 ， 瑞 雪 兆 丰 年
春 风 舒 柳 眼 ， 时 雨 润 桃 腮
春 风 苏 大 地 ， 新 政 暖 神 州
春 风 苏 大 地 ， 时 雨 润 神 州
春 风 苏 大 地 ， 旭 日 耀 寰 瀛
春 风 苏 大 地 ， 丽 日 暖 人 心
春 风 苏 海 峡 ， 时 雨 润 山 川
春 风 苏 绿 野 ， 细 雨 醒 红 梅
春 风 苏 万 物 ， 细 雨 绿 千 山
春 风 苏 万 物 ， 喜 雨 乐 千 家
春 风 苏 万 物 ， 旭 日 暖 千 家
春 风 苏 万 物 ， 时 雨 翠 千 山
春 风 随 处 好 ， 世 纪 及 时 新
春 风 随 日 至 ， 景 象 逐 时 新
春 风 添 画 意 ， 岁 月 赋 诗 情
春 风 携 福 至 ， 伟 业 伴 龙 腾
春 风 新 燕 子 ， 香 月 古 梅 花
春 风 薰 四 海 ， 德 政 惠 三 江
春 风 摇 翡 翠 ， 草 木 吐 芬 芳
春 风 引 紫 气 ， 大 地 发 清 华
春 风 迎 顾 客 ， 淑 气 溢 商 场
春 风 迎 新 岁 ， 瑞 雪 兆 丰 年
春 风 盈 大 地 ， 喜 气 满 人 间
春 风 追 丽 日 ， 羊 角 步 青 云
春 拂 芬 芳 地 ， 马 奔 锦 绣 程
春 官 桃 李 长 ， 昭 代 岁 时 新
春 光 遍 草 木 ， 佳 气 满 山 川
春 光 处 处 美 ， 节 日 家 家 欢
春 光 辉 大 地 ， 特 色 壮 中 华
春 光 回 大 地 ， 和 气 到 人 间
春 光 回 大 地 ， 喜 气 到 人 间
春 光 明 盛 世 ， 捷 报 漫 神 州
春 光 洒 万 里 ， 瑞 雪 映 千 家
春 光 腾 四 野 ， 捷 报 喧 九 州
春 光 腾 紫 气 ， 壮 志 展 宏 图
春 光 添 异 彩 ， 科 技 改 乾 坤
春 光 投 富 户 ， 喜 色 入 重 门
春 光 无 限 好 ， 世 纪 焕 然 新
春 光 杨 柳 绿 ， 国 色 牡 丹 香
春 归 飞 雪 外 ， 诗 就 绽 梅 时
春 归 黄 土 地 ， 鸟 唱 艳 阳 天
春 归 杨 柳 上 ， 燕 舞 人 心 间
春 和 人 贺 岁 ， 政 善 福 盈 门
春 花 含 笑 意 ， 爆 竹 播 欢 声
春 花 香 四 野 ， 德 政 暖 千 家
春 花 香 庭 院 ， 喜 鹊 唱 枝 头
春 晖 满 庭 院 ， 欢 乐 溢 门 窗
春 晖 盈 大 地 ， 正 气 满 乾 坤
春 辉 遍 草 木 ， 佳 气 满 山 城
春 降 千 门 福 ， 花 开 万 户 欢
春 来 敦 孝 悌 ， 节 庆 品 诗 联
春 来 花 气 盛 ， 时 霁 鸟 声 繁
春 来 花 如 锦 ， 风 过 竹 自 吟
春 来 柳 亦 醉 ， 日 出 花 更 香
春 来 千 里 翠 ， 雨 过 九 霄 晴
春 来 千 枝 秀 ， 冬 去 万 木 苏
春 来 瑞 雪 里 ， 人 在 画 图 中
春 来 山 水 秀 ， 马 跃 路 途 宽
春 来 羊 起 舞 ， 雪 化 马 归 山
春 来 杨 绽 绿 ， 霓 散 日 喷 金
春 来 紫 燕 舞 ， 节 到 黄 牛 忙
春 丽 牛 逢 草 ， 月 明 马 识 途
春 联 耀 春 光 ， 喜 报 传 喜 讯
春 联 盈 喜 气 ， 美 酒 助 豪 情
春 临 花 带 露 ， 福 到 院 生 辉
春 满 长 征 路 ， 花 繁 民 主 枝
春 满 人 世 间 ， 日 照 大 旗 红
春 明 花 富 贵 ， 风 静 竹 平 安
春 浓 催 四 化 ， 日 暖 励 长 征
春 浓 花 似 海 ， 世 盛 歌 如 潮
春 浓 随 意 绿 ， 花 好 自 然 红
春 暖 百 花 艳 ， 人 勤 万 物 丰
春 暖 观 龙 变 ， 秋 高 听 鹿 鸣
春 暖 九 州 愿 ， 月 圆 两 岸 情
春 暖 千 山 秀 ， 官 清 百 姓 亲
春 暖 青 牛 跃 ， 山 高 碧 水 流
春 暖 群 芳 喜 ， 风 清 百 鸟 鸣
春 情 寄 柳 色 ， 日 影 泛 桃 烟
